Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (Nám),Thrust (kgf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (kgf/W),Overall Efficiency (kgf/W),Airspeed (m/s),Airspeed Pressure (Pa),Electrical forward flight efficiency (%),Vibration (g),App message
1.15496812,1228,,,,0.064453125,0.025390625,-1,-0.008252356,0.04328218,12.29027007,0.556358341,2988,0,6.730992905,2.582094874,38.36127761,0.016762428,0.006430282,1.196884124,0.85507536,7.550072227,0.501953125,
1.25284312,1228,,,,0.0625,-0.0703125,-1.015625,-0.007031991,,12.29046088,0.557168392,2988,0,6.730050148,2.200241628,32.69279692,0.019671558,0.006431182,1.150453268,0.79000577,7.25819805,0.486328125,
1.35227812,1228,,,,0.10546875,-0.00390625,-0.958984375,,0.054755436,12.29058763,0.554227531,2989,0,6.690393831,,32.89456905,,,1.193595,0.850352741,9.583001527,0.478515625,
1.43834812,1228,,,,0.046875,-0.04296875,-1.033203125,-0.007925403,,12.2901176,0.552463825,2988,0,6.669132581,2.480244909,37.18991757,0.022076625,0.008210279,1.143249537,0.780118265,9.208055595,0.47265625,
1.53329812,1228,,,,0.1015625,0.03515625,-0.953125,-0.007807121,0.048545968,12.28983637,0.550848826,2991,0,6.638550668,2.445558714,36.83874443,0.019850665,0.007312736,1.104567565,0.72821221,7.923940082,0.46484375,
1.62933812,1228,,,,0.05859375,-0.05078125,-1.01953125,,0.050515097,12.28919354,0.546852646,2988,0,6.563128936,,37.22710382,,,1.064310333,0.676090646,8.036140876,0.462890625,
1.72647312,1228,,,,0.037109375,0,-1.001953125,-0.008253357,,12.28861216,0.55438798,2986,0,6.665341919,2.580973392,38.72229547,0.019572111,0.007578771,1.284922403,0.985411822,9.553107555,0.462890625,
1.82230312,1228,,,,0.08984375,-0.015625,-0.982421875,,0.052153241,12.28912331,0.553937262,2985,0,6.690815734,,38.55475324,,,1.385681802,1.146006216,10.59582435,0.46484375,
1.94432312,1228,,,,0.078125,0.0078125,-1,-0.008807746,0.052544779,12.28938194,0.552003918,2980,0,6.6731868,2.748307858,41.18433877,0.019118957,0.007874016,1.473902818,1.296563752,11.38502902,0.46484375,
2.03503812,1228,,,,0.06640625,-0.02734375,-1.01171875,-0.007447753,,12.28864542,0.546778596,2972,0,6.605006807,2.318221013,35.09793526,0.022665992,0.007955295,1.475774154,1.299847473,11.51715482,0.462890625,
2.11989812,1228,,,,0.072265625,-0.037109375,-0.986328125,-0.007094308,0.062155685,12.28895526,0.546534894,2975,0,6.576437522,2.209871144,33.60286076,0.028126384,0.00945127,1.412159788,1.190194089,13.09311583,0.46484375,
2.21235312,1228,,,,0.0625,-0.041015625,-0.99609375,,0.057391519,12.28908918,0.549697824,2978,0,6.628994513,,33.37820473,,,1.420010767,1.203458917,12.06037194,0.46875,
2.31930812,1228,,,,0.037109375,0.06640625,-1.0390625,-0.006633642,,12.2891938,0.547566876,2984,0,6.611729114,2.072744332,31.34950474,0.027688663,0.008680259,1.427467361,1.216169584,12.15536093,0.470703125,
2.42230812,1228,,,,0.08984375,-0.056640625,-0.990234375,,0.052723302,12.28944253,0.551342142,2986,0,6.64524378,,31.21090726,,,1.270075564,0.962798298,9.885309082,0.48046875,
2.51153312,1228,,,,0.078125,-0.0390625,-0.994140625,-0.005866985,0.051659066,12.28909848,0.551490955,2985,0,6.660910553,1.833834271,27.53128505,0.028169976,0.007755556,1.213324143,0.878666715,9.231213576,0.48046875,
2.60012312,1228,,,,0.064453125,-0.025390625,-1.0078125,-0.007065885,,12.28985653,0.551627096,2981,0,6.661823319,2.205819706,33.11135106,0.023419442,0.007754494,1.245349591,0.925653995,9.473571422,0.484375,
2.69784312,1228,,,,0.072265625,-0.041015625,-0.986328125,,0.045395038,12.29000273,0.551329533,2980,0,6.64731776,,33.17284617,,,1.031876434,0.635503031,6.912874004,0.478515625,
2.79589312,1228,,,,0.033203125,0.033203125,-1.03515625,-0.007689767,,12.29016566,0.557071145,2983,0,6.71602151,2.402171448,35.76777478,0.018897501,0.006759216,0.997870926,0.594302098,6.616673086,0.46484375,
2.89829312,1228,,,,0.14453125,-0.109375,-0.94921875,-0.00767087,0.05085722,12.29026124,0.552108831,2984,0,6.66645029,2.3970792,35.95735505,0.021216329,0.007628831,0.714732972,0.304889641,5.348977814,0.45703125,
2.98524812,1228,,,,0.01953125,0.140625,-1.025390625,,0.052121557,12.2893761,0.555896556,2987,0,6.71839398,,35.71273527,,,0.709659708,0.300574556,5.400961281,0.447265625,
3.07404312,1228,,,,0.0234375,0.14453125,-1.041015625,-0.007772017,,12.2890361,0.55338628,2996,0,6.691948386,2.43805987,36.43273572,0.021378292,0.007788697,0.705838345,0.297344618,5.393107153,0.4375,
3.16115812,1228,,,,0.103515625,0.11328125,-0.96875,,0.053045427,12.28728492,0.562446305,3005,0,6.788286475,,36.02298507,,,1.022257109,0.623688507,7.836406181,0.431640625,
3.25343812,1228,,,,0,-0.04296875,-1.05859375,-0.00628471,0.055459808,12.28775998,0.558775383,3010,0,6.734619375,1.98088695,29.41349526,0.027997463,0.008235032,0.657080552,0.257690286,5.308269086,0.435546875,
3.35071812,1228,,,,-0.001953125,0.14453125,-1.0546875,-0.007997785,,12.28878306,0.5570119,3002,0,6.705304148,2.514511586,37.50033602,0.022055897,0.008271035,0.490827412,0.143790768,3.982517563,0.4375,
3.43095312,1228,,,,0.07421875,-0.087890625,-1.00390625,,0.047986732,12.28843417,0.550664432,2997,0,6.632707445,,37.847687,,,0.816411943,0.397835682,5.79440287,0.443359375,
3.51549312,1228,,,,0.11328125,-0.001953125,-0.908203125,-0.006159752,,12.28880262,0.551910579,2993,0,6.647392204,1.930865139,29.04695675,0.024852451,0.007218881,0.803771482,0.385619351,5.692086216,0.451171875,
3.60365312,1228,,,,-0.013671875,0.08984375,-1.09375,,0.052006785,12.28395228,0.551620285,2993,0,6.63852724,,29.0844535,,,0.506144419,0.152909965,3.889839876,0.453125,
3.69553312,1228,,,,0.001953125,-0.0546875,-1.076171875,-0.007259952,0.035914093,12.28614043,0.554116321,2999,0,6.689571756,2.280351172,34.08814876,0.015749369,0.005368668,0.30613768,0.055940926,1.612324216,0.458984375,
3.78324312,1228,,,,0.0625,0.021484375,-0.98046875,-0.007216506,,12.28739717,0.551192285,3014,0,6.642448287,2.277559381,34.2879505,0.015768675,0.005406755,0.243335237,-0.035343922,1.290656667,0.466796875,
3.86795312,1228,,,,0.0625,0.005859375,-0.99609375,,0.043120461,12.28833812,0.550047876,3034,0,6.621103215,,34.6321693,,,0.43610353,-0.113520956,2.786195872,0.48046875,
3.94443312,1228,,,,0.087890625,-0.052734375,-0.984375,-0.007330581,,12.28912119,0.548174562,3063,0,6.597031109,2.351632914,35.64683682,0.018336391,0.006536343,0.54421176,-0.176777217,3.489569003,0.498046875,
4.02807312,1228,,,,0.048828125,-0.005859375,-1.013671875,,0.033801178,12.28964118,0.548350371,3075,0,6.617829304,,35.66855743,,,0.74894196,-0.334796524,3.752610133,0.513671875,
4.11281812,1228,,,,0.05859375,0.013671875,-1.037109375,-0.008312573,,12.28981587,0.551960748,3072,0,6.660367189,2.674345383,40.1531223,0.012639047,0.005074972,0.529736138,-0.167493601,2.637316628,0.51953125,
4.19970312,1228,,,,0.068359375,0.009765625,-0.998046875,,0.042208904,12.28935532,0.545756533,3063,0,6.593839804,,40.43751483,,,0.451546893,-0.121696899,2.835551584,0.533203125,
4.28298812,1228,,,,0.068359375,-0.03125,-1.013671875,-0.007376484,,12.28828835,0.552497818,3057,0,6.687830652,2.361646089,35.31258807,0.017872663,0.0063113,0.196496383,0.023045092,1.216584778,0.5390625,
4.37017312,1228,,,,0.0625,-0.04296875,-0.970703125,-0.007255676,0.033236784,12.28864316,0.552085948,3063,0,6.671069554,2.327425814,34.88834579,0.014280491,0.004982227,0.280858949,0.047080595,1.372716345,0.54296875,
4.50456812,1228,,,,0.076171875,0.048828125,-1.01953125,,0.04985381,12.28859874,0.548914189,3056,0,6.610740588,,35.1237959,,,0.355728569,0.07552631,2.63169766,0.546875,
28.49807812,1303,,,,-0.16015625,0.0703125,-1.0546875,-0.021185705,,12.03818228,1.53911379,5033,0,18.39439292,11.16636432,60.7052615,0.010180386,0.00618003,1.250980207,0.934274356,7.584204308,2.150390625,
28.58050812,1303,,,,0.044921875,0.11328125,-0.888671875,,0.11593694,12.03790123,1.541566817,4999,0,18.41471888,,60.22754623,,,1.397119558,1.165308433,8.628977169,2.134765625,
28.66837312,1303,,,,0.046875,-0.048828125,-0.98828125,-0.020733864,,12.03531805,1.559271143,4973,0,18.62210912,10.79822987,57.98607341,0.010736662,0.006225768,1.345084328,1.080122339,8.215074116,2.140625,
28.75590312,1303,,,,0.09375,-0.0078125,-0.9921875,,0.114515656,12.0346219,1.556482934,4990,0,18.56653242,,58.35708601,,,1.137765342,0.772822049,6.884236352,2.138671875,
28.83953312,1303,,,,0.208984375,-0.115234375,-1.04296875,-0.02104547,,12.03594605,1.546168686,5006,0,18.45956804,11.03211055,59.76364411,0.010380213,0.006203593,1.010886155,0.610068722,6.151975344,2.16015625,
28.91980812,1303,,,,-0.03125,-0.080078125,-1.046875,-0.021304294,0.112805917,12.03417655,1.551599035,5027,0,18.53147961,11.21613426,60.5247638,0.010057468,0.006087259,0.893283666,0.476379626,5.334333732,2.193359375,
29.02267812,1303,,,,-0.0234375,0.146484375,-0.955078125,,0.112380371,12.03542418,1.541127424,5028,0,18.39583291,,60.97238032,,,0.635673503,0.241236343,3.80955388,2.21875,
29.22404312,1303,,,,0.13671875,0,-0.912109375,,0.11387205,12.0337552,1.543104415,5011,0,18.45540039,,62.03059244,,,0.193311671,0.022309555,1.17009399,2.248046875,
29.12003312,1303,,,,0.103515625,-0.134765625,-1.05078125,-0.021814074,,12.03569301,1.53558047,5019,0,18.36112259,11.46580585,62.44610479,0.00980135,0.006120561,0.129145819,-0.009957157,0.775426408,2.23828125,
29.32862812,1303,,,,-0.05859375,0.119140625,-1.046875,-0.021364541,0.119712982,12.03339078,1.544514098,5005,0,18.46766899,11.197462,60.63278481,0.010691082,0.006482301,0.296188124,0.052373326,1.88350082,2.265625,
29.41476312,1303,,,,0.1171875,-0.029296875,-0.95703125,-0.021625883,,12.03306476,1.543969005,5006,0,18.44328191,11.33698901,61.46947743,0.010559504,0.006490872,0.362891717,0.078619282,2.310729481,2.275390625,
29.49961312,1303,,,,-0.09375,0.115234375,-0.9765625,,0.124111185,12.03494214,1.542971626,5047,0,18.4277101,,62.02017736,,,0.622161592,-0.231090146,4.110661881,2.26953125,
29.58586812,1303,,,,0.0625,-0.041015625,-1.087890625,-0.021693541,,12.03761436,1.528909753,5051,0,18.2521046,11.47496118,62.86924948,0.010815826,0.006799829,0.909490271,-0.493822878,6.066874882,2.24609375,
29.66826312,1303,,,,0.04296875,-0.005859375,-0.95703125,,0.130728838,12.03593553,1.533752536,5013,0,18.32000589,,62.15777549,,,0.834524144,-0.415769817,5.841894438,2.234375,
29.75380312,1303,,,,-0.017578125,0.03125,-1.0078125,-0.0218528,0.127049481,12.03498101,1.540158278,4983,0,18.39355329,11.40360034,61.99781065,0.011141173,0.006907283,0.869095758,-0.450931373,5.889031765,2.22265625,
29.83994312,1303,,,,0.083984375,0.05078125,-0.9921875,-0.021564778,,12.03564995,1.533333558,4971,0,18.30891964,11.22675156,61.3184818,0.011316673,0.006939212,0.264287129,-0.041699156,1.799099555,2.248046875,
29.93541812,1303,,,,0.083984375,0.013671875,-0.939453125,,0.123393225,12.03603109,1.539409032,4957,0,18.39099221,,60.8726149,,,0.444615947,-0.118017212,2.926443858,2.296875,
30.02647812,1303,,,,0.146484375,-0.046875,-1.02734375,-0.021478234,,12.03364787,1.542698598,4963,0,18.42011796,11.16180597,60.59573555,0.011054952,0.006698829,0.282974081,0.047804484,1.859578742,2.3359375,
30.11997312,1303,,,,0.1484375,-0.21875,-1.0078125,,0.110962483,12.03328747,1.540588471,4996,0,18.39416401,,61.09419316,,,0.346610696,0.071723136,2.051195621,2.345703125,
30.22327312,1303,,,,0.033203125,0.017578125,-1.052734375,-0.021435817,0.108015585,12.03294822,1.540095953,5007,0,18.38238377,11.23984014,61.14462784,0.009610064,0.005876038,0.215271673,-0.027666177,1.240910576,2.357421875,
30.30736812,1303,,,,0.08203125,-0.076171875,-0.9921875,-0.021829671,,12.03351312,1.532480416,5047,0,18.2986765,11.53674405,63.04687693,0.009362744,0.005902918,0.453113922,0.122571704,2.623875078,2.33203125,
30.38167312,1303,,,,0.109375,-0.00390625,-0.9765625,,0.108150678,12.03464548,1.526155887,5065,0,18.2390346,,63.48605688,,,0.766160512,0.350441041,4.456728418,2.279296875,
30.45854812,1303,,,,0.240234375,0.0234375,-0.9453125,-0.021470162,,12.03605837,1.528936693,5064,0,18.29107394,11.38525823,62.24488661,0.009499185,0.005912757,0.942008196,0.529766891,5.464038223,2.259765625,
30.54419812,1303,,,,0,0.15234375,-1.013671875,,0.116539928,12.03456929,1.527029487,5048,0,18.26362927,,62.14218142,,,0.719575342,0.309120646,4.504358437,2.25,
30.63487812,1303,,,,0.0546875,0.044921875,-0.962890625,-0.020934758,,12.03412792,1.53468513,5007,0,18.35548064,10.97641321,59.79910536,0.010617305,0.006349053,0.155021129,-0.014346874,0.965536927,2.24609375,
30.71992812,1303,,,,0.220703125,-0.119140625,-0.982421875,,0.124907638,12.03281947,1.544905476,4963,0,18.47217257,,58.90665683,,,0.737782941,-0.324962104,4.894052644,2.283203125,
30.81174312,1303,,,,0.080078125,-0.052734375,-1.02734375,-0.020892454,0.126864457,12.03196366,1.54998268,4947,0,18.5360173,10.82228599,58.38517419,0.011722519,0.006844213,0.894752304,-0.477948565,6.007522031,2.3125,
30.90626812,1303,,,,-0.033203125,0.0859375,-0.96875,-0.021143366,,12.03157451,1.550330275,4946,0,18.53847723,10.95158139,59.07487036,0.011584122,0.006843305,0.276008751,-0.045480081,1.852924686,2.310546875,
31.00221312,1303,,,,0.09375,-0.037109375,-0.935546875,,0.126582658,12.03387442,1.548375826,4944,0,18.53543177,,59.0524444,,,0.618073464,0.228063472,4.140765253,2.28515625,
31.11152312,1303,,,,0.1328125,-0.0625,-1.056640625,-0.021592475,,12.03457073,1.547416092,4941,0,18.5178727,11.17226875,60.33235529,0.011330076,0.006835702,0.417541438,0.10408178,2.799959228,2.29296875,
31.19798812,1303,,,,0.017578125,0.001953125,-1.01953125,-0.021958689,0.122553433,12.03441659,1.554168838,4924,0,18.57321526,11.32341282,60.96635751,0.010823012,0.006598396,0.782078873,0.365154506,5.062417412,2.314453125,
31.28571812,1303,,,,0.037109375,0.05078125,-0.99609375,,0.121753753,12.03359848,1.556069141,4828,0,18.60774333,,59.65730072,,,0.978905061,0.572079929,6.283450998,2.30078125,
31.36810312,1303,,,,0.072265625,0,-0.9140625,-0.022058974,,12.03390983,1.550235652,4782,0,18.53230564,11.04674968,59.60806977,0.011021681,0.006569811,1.128578121,0.760394249,7.273669069,2.263671875,
31.45165812,1303,,,,0.23046875,-0.115234375,-1.009765625,,0.120535781,12.03489758,1.544401717,4801,0,18.46309285,,60.06595952,,,1.093119533,0.713363503,7.000808448,2.220703125,
31.54258312,1303,,,,0.017578125,0.00390625,-1.021484375,-0.022260512,,12.03321493,1.544773363,4807,0,18.46637874,11.20553319,60.68072874,0.010756809,0.00652731,1.292106149,0.996717235,8.273731983,2.19921875,
31.63792312,1303,,,,0.09375,-0.029296875,-0.943359375,-0.021715019,0.12067218,12.03253027,1.552162189,4805,0,18.52257299,10.92564573,58.98557256,0.011044856,0.006514871,1.382276905,1.140684894,8.834254413,2.1796875,
31.73376812,1303,,,,-0.041015625,0.04296875,-1.068359375,,0.123047964,12.03124239,1.555124377,4806,0,18.56571061,,58.86599046,,,1.464713819,1.280799498,9.523238082,2.162109375,
31.82738312,1303,,,,0.111328125,-0.017578125,-0.986328125,-0.022211132,,12.03220855,1.558112562,4833,0,18.61013554,11.24219273,60.40897823,0.010945193,0.006611879,1.397568378,1.166062224,9.06498248,2.158203125,
31.91652312,1303,,,,0.099609375,0.033203125,-0.96875,,0.125002445,12.03251104,1.546983755,4901,0,18.47397209,,61.70651841,,,1.4752268,1.299251376,9.792329682,2.138671875,
32.00826812,1303,,,,0.099609375,-0.30078125,-1.0703125,-0.022514076,0.123493304,12.03409253,1.543277876,4952,0,18.44947178,11.67509932,63.28148286,0.010577495,0.006693596,1.337687909,1.068280264,8.783817048,2.134765625,
32.09931312,1303,,,,-0.05078125,0.26953125,-0.880859375,-0.021754947,,12.03383469,1.537045996,5004,0,18.36193058,11.40060063,62.08824599,0.010832175,0.006725508,1.133987235,0.767700699,7.481733614,2.162109375,
32.20231312,1303,,,,0.1171875,0.068359375,-1.091796875,,0.114606045,12.03313318,1.532113784,5014,0,18.29464543,,62.43191864,,,1.263266512,0.952720641,7.763320573,2.15625,
32.29556812,1303,,,,0.126953125,0.05078125,-0.923828125,-0.021043176,,12.03316959,1.538205363,5006,0,18.35713701,11.03159283,60.09429916,0.010388894,0.006243133,1.291043739,0.995078909,7.907014581,2.1328125,
32.38422312,1303,,,,0.0625,-0.154296875,-1.08984375,-0.021233633,0.119190412,12.03265545,1.535526024,4967,0,18.3504807,11.0452167,60.19033987,0.010791134,0.00649522,1.236958439,0.913452202,7.881665322,2.12890625,
32.49008312,1303,,,,-0.01953125,0.111328125,-0.93359375,,0.115282247,12.03149621,1.552176903,4917,0,18.54934299,,58.94709299,,,1.110576433,0.736330042,6.770977337,2.125,
32.59112312,1303,,,,0.1875,-0.146484375,-0.9609375,-0.021251103,,12.03140312,1.560649468,4913,0,18.64748835,10.93311282,58.63048481,0.010544321,0.006182186,0.958747593,0.5487622,5.814540243,2.150390625,
32.67951812,1303,,,,0.0234375,0.01171875,-1.02734375,-0.021475038,0.107430984,12.0308632,1.566637283,4934,0,18.74553207,11.09618664,59.19376737,0.009681793,0.005731018,0.815808742,0.397330886,4.586581799,2.16796875,
32.77469312,1303,,,,0.029296875,0.0078125,-1.05078125,,0.105764163,12.03190941,1.555641109,4957,0,18.60539335,,59.91959797,,,0.800901317,0.382942558,4.466297974,2.19921875,
32.88946812,1303,,,,0.111328125,-0.021484375,-0.90234375,-0.021248203,,12.03222629,1.551673524,4964,0,18.55439702,11.04641146,59.53527591,0.009574527,0.005700221,0.787399085,0.370139497,4.403070132,2.216796875,
32.98581312,1303,,,,0.0625,0,-1.05078125,-0.020745322,0.105848809,12.03102185,1.542648814,4949,0,18.43981613,10.75134449,58.30505258,0.00984517,0.005740231,0.340209664,0.069098547,1.915777395,2.1953125,
33.07360312,1303,,,,0.16015625,-0.06640625,-0.962890625,,0.10586499,12.03249659,1.53864512,4969,0,18.37812492,,58.73892589,,,0.191942066,-0.021994594,1.084651778,2.171875,
33.16737812,1303,,,,-0.09375,0.271484375,-0.9765625,-0.020822652,,12.03216719,1.530850849,5030,0,18.29560636,10.96806529,59.94917619,0.009652112,0.005786361,0.122556809,0.008967069,0.695683986,2.185546875,
33.26943812,1303,,,,0.140625,-0.140625,-1.0703125,,0.104636737,12.03435289,1.518152832,5064,0,18.14169094,,60.86237847,,,0.675498459,0.272410816,3.82208017,2.193359375,
33.37152312,1303,,,,0.03125,-0.0234375,-0.93359375,-0.021003354,0.104322672,12.03438802,1.514609501,5072,0,18.10120764,11.15486917,61.62499977,0.009352209,0.005763299,0.148222165,0.013116016,0.838017928,2.201171875,
33.45975312,1303,,,,0.25,-0.19140625,-1.013671875,-0.02030178,,12.03261311,1.529725535,5066,0,18.27383918,10.7703245,58.93848795,0.009686122,0.005708854,0.366274443,-0.080091948,2.051278022,2.21484375,
33.55718812,1303,,,,0.03125,-0.01953125,-1.07421875,,0.111032602,12.03299651,1.533996797,4999,0,18.33849189,,57.95884449,,,0.509545556,-0.155003556,3.0264878,2.224609375,
33.65545812,1303,,,,0.12109375,-0.041015625,-0.884765625,-0.019611574,0.117917513,12.0326153,1.542390515,4979,0,18.44206268,10.22629839,55.45094695,0.011530811,0.006393944,0.614856209,-0.225695422,3.856660287,2.205078125,
33.75565812,1303,,,,0.0625,-0.025390625,-1.076171875,-0.020195147,,12.0332346,1.536294386,4958,0,18.34707107,10.48620136,57.15463424,0.011245017,0.006427048,0.696389677,-0.289521136,4.390691244,2.185546875,
33.86188312,1303,,,,0.080078125,0.005859375,-0.98828125,,0.123791747,12.03125824,1.548723585,4937,0,18.50467725,,56.42729537,,,0.609859557,-0.222042083,4.00229427,2.21484375,
33.95057812,1303,,,,0.0546875,0.0078125,-0.974609375,-0.021472393,0.117084418,12.02996488,1.550972247,4927,0,18.52969722,11.07950183,59.79321573,0.010567661,0.006318744,0.205029782,-0.02509629,1.270915673,2.2421875,
34.04360312,1303,,,,0.18359375,-0.16015625,-1.009765625,-0.021511497,,12.03165492,1.546755153,4979,0,18.48732544,11.21554429,60.66612678,0.010439477,0.006333226,0.73141718,-0.319378693,4.54421822,2.236328125,
34.13808812,1303,,,,0.11328125,0.021484375,-0.943359375,,0.110791284,12.0318046,1.548021859,5024,0,18.48829732,,61.21647854,,,0.484630472,-0.140215835,2.848973471,2.232421875,
34.23824312,1303,,,,0.169921875,-0.24609375,-1.078125,-0.021306505,,12.0333115,1.540809273,5026,0,18.4038576,11.21371839,60.93134731,0.009879977,0.006020003,0.397259458,-0.094215882,2.346064705,2.212890625,
34.34965312,1303,,,,0.099609375,-0.11328125,-0.896484375,-0.02086392,0.110188249,12.03082249,1.553829266,5024,0,18.58064535,10.97610741,59.07279967,0.010038919,0.00593027,0.543092471,-0.176085336,3.159492126,2.201171875,
61.58456312,1417,,,,0.05078125,-0.060546875,-0.9921875,-0.039607766,,11.64970679,3.449829601,6755,0,40.03984673,28.01720972,69.97331912,0.009107563,0.006372864,1.706246317,1.738623433,10.66707643,1.43359375,
61.67004312,1417,,,,0.013671875,0.0390625,-1.05078125,,0.26113717,11.65021013,3.436172063,6827,0,39.85505325,,71.04615822,,,1.686555456,1.698725974,10.84064026,1.39453125,
61.75410812,1417,,,,0.150390625,-0.03515625,-0.94140625,-0.039868065,,11.6487943,3.412999632,6845,0,39.6090572,28.57901796,72.15273471,0.009137374,0.006592865,1.428691728,1.218987175,9.240207535,1.341796875,
61.83506812,1417,,,,0.03125,-0.013671875,-0.9609375,,0.262851593,11.64820859,3.423975301,6831,0,39.74374521,,71.75448416,,,1.245909298,0.927032436,8.083459338,1.375,
61.92272812,1417,,,,0.01171875,0.048828125,-1.064453125,-0.040167005,,11.64906879,3.416799927,6853,0,39.66576133,28.8243107,72.66798804,0.009119094,0.006626662,0.84844573,0.42990274,5.515538177,1.365234375,
62.01071812,1417,,,,0.142578125,-0.052734375,-0.9140625,,0.253132325,11.64891305,3.407351703,6891,0,39.54257613,,73.3013191,,,0.713952321,0.304411109,4.483538111,1.41796875,
62.11089312,1417,,,,0.08203125,-0.033203125,-1.06640625,-0.038991651,0.254655975,11.64991755,3.411547111,6897,0,39.58341489,28.16287133,71.14815991,0.009042259,0.006433401,0.831410362,0.412812598,5.247168998,1.4296875,
62.19397312,1417,,,,0.048828125,-0.0390625,-1.001953125,-0.03881824,,11.64955156,3.406080902,6914,0,39.60788938,28.10620399,70.96112525,0.00906049,0.006429426,0.251361974,0.037732991,1.585406941,1.390625,
62.29368312,1417,,,,0.078125,-0.025390625,-0.935546875,,0.249958301,11.65285013,3.383249782,6989,0,39.28885368,,72.31516827,,,0.513549674,-0.157502334,3.205159687,1.392578125,
62.37841812,1417,,,,0.033203125,-0.048828125,-0.8359375,-0.037795292,,11.65492289,3.363281882,7000,0,39.08765621,27.70402788,70.87666688,0.009022453,0.006394814,0.425453136,-0.108099961,2.669000594,1.404296875,
62.48060312,1417,,,,0.171875,0.0625,-0.8125,,0.254445918,11.65253024,3.369198302,6980,0,39.11476727,,70.62626033,,,0.711154976,-0.302030349,4.538245618,1.443359375,
62.56635812,1417,,,,0.0703125,0.013671875,-0.986328125,-0.037362413,0.254740161,11.65189791,3.368513857,6945,0,39.15823136,27.17379838,69.39485631,0.009374477,0.006505405,0.457050648,-0.124752925,2.916806957,1.533203125,
62.65165812,1417,,,,-0.05078125,-0.083984375,-1.095703125,-0.037774901,,11.64994871,3.390981014,6883,0,39.37826413,27.22833807,69.1456027,0.0093557,0.006469055,0.56715922,-0.192102082,3.59927355,1.61328125,
62.73671812,1417,,,,0.091796875,0.0390625,-1.009765625,,0.26307324,11.64895366,3.400793478,6841,0,39.46611823,,68.56538258,,,0.278053279,-0.04617194,1.818231964,1.5859375,
